時間,CO2(ppm),PM2.5(μg/m³)
2025-04-24 10:06:09,829.2,14.35
2025-04-24 10:06:42,438.3,29.29
2025-04-24 10:07:15,743.8,14.24
2025-04-24 10:07:48,822.3,30.56
2025-04-24 10:08:21,911.5,21.93
2025-04-24 10:08:54,406.6,17.23
2025-04-24 10:09:28,782.4,27.34
2025-04-24 10:10:01,942.2,40.4
2025-04-24 10:10:34,737.4,22.22
2025-04-24 10:11:09,966.5,36.15
2025-04-24 10:11:53,727.9,23.8
2025-04-24 10:12:27,458.6,30.37
2025-04-24 10:13:00,450.5,26.34
2025-04-24 10:13:33,579.3,19.62
2025-04-24 10:14:07,520.8,42.48
2025-04-24 10:14:40,420.8,19.73
2025-04-24 10:15:13,783.7,17.89
2025-04-24 10:15:47,805.2,32.24
2025-04-24 10:16:20,852.7,36.8
2025-04-24 10:16:53,522.6,16.72
2025-04-24 10:17:26,942.5,12.22
2025-04-24 10:17:59,424.1,48.83
2025-04-24 10:18:34,922.6,27.62
2025-04-24 10:19:07,994.6,37.11
2025-04-24 10:19:40,918.0,48.01
2025-04-24 10:20:13,607.3,16.19
2025-04-24 10:20:46,645.9,16.28
2025-04-24 10:21:19,692.7,28.5
2025-04-24 10:21:52,955.3,43.52
2025-04-24 10:22:25,904.7,29.77
2025-04-24 10:23:16,405.0,29.47
2025-04-24 10:23:57,420.5,19.57
2025-04-24 10:24:37,416.2,22.12
2025-04-24 10:25:20,986.3,12.13
2025-04-24 10:25:53,988.0,47.92
2025-04-24 10:26:26,574.1,20.91
2025-04-24 10:27:00,477.6,12.72
2025-04-24 10:27:33,820.8,45.39
2025-04-24 10:28:06,517.6,49.77
2025-04-24 10:28:40,536.8,49.18
2025-04-24 10:29:13,608.0,47.88
2025-04-24 10:29:46,526.6,35.69
2025-04-24 10:30:19,569.9,33.47
2025-04-24 10:30:53,441.2,14.48
2025-04-24 10:31:26,722.6,29.33
2025-04-24 10:32:04,627.5,47.05
2025-04-24 10:32:37,497.9,23.76
2025-04-24 10:33:10,735.3,32.38
2025-04-24 10:34:43,679.0,42.19
2025-04-24 10:35:23,504.5,48.64
2025-04-24 10:35:59,583.6,32.96
2025-04-24 10:36:32,812.4,33.83
2025-04-24 10:37:05,579.5,37.66
2025-04-24 10:37:38,679.0,29.09
2025-04-24 10:38:11,898.3,11.36
2025-04-24 10:38:44,808.9,15.86
2025-04-24 10:39:16,833.9,45.11
2025-04-24 10:39:50,696.3,37.4
2025-04-24 10:40:23,619.0,49.19
2025-04-24 10:40:57,820.4,48.26
2025-04-24 10:41:30,887.3,38.02
2025-04-24 10:42:04,645.3,42.66
2025-04-24 10:42:37,878.7,12.91
2025-04-24 10:43:10,994.0,23.81
2025-04-24 10:43:43,560.5,13.03
2025-04-24 10:44:16,777.0,14.66
2025-04-24 10:44:50,514.8,41.94
2025-04-24 10:45:22,596.3,33.82
2025-04-24 10:45:56,761.9,28.52
2025-04-24 10:46:29,595.7,39.21
2025-04-24 10:47:02,511.4,11.08
2025-04-24 10:47:35,664.5,12.75
2025-04-24 10:48:09,423.3,43.32
2025-04-24 10:48:43,599.3,45.19
2025-04-24 10:49:16,410.8,18.01
2025-04-24 10:49:49,636.0,16.02
2025-04-24 10:50:23,787.4,33.79
2025-04-24 10:50:56,739.7,19.85
2025-04-24 10:51:30,590.6,10.9
2025-04-24 10:52:03,467.3,14.56
2025-04-24 10:52:36,906.7,30.61
2025-04-24 10:53:09,814.8,13.18
2025-04-24 10:53:41,579.4,15.6
2025-04-24 10:54:14,513.8,33.09
2025-04-24 10:54:47,433.0,41.02
2025-04-24 10:55:20,583.1,14.77
2025-04-24 10:55:54,788.2,28.75
2025-04-24 10:56:27,963.4,32.32
2025-04-24 10:57:00,934.9,14.62
2025-04-24 10:57:34,536.2,40.02
2025-04-24 10:58:06,967.3,17.21
2025-04-24 10:58:39,884.7,44.46
2025-04-24 10:59:12,637.9,44.91
2025-04-24 10:59:45,652.3,46.51
2025-04-24 11:00:18,976.4,21.16
2025-04-24 11:25:28,926.1,45.61
2025-04-24 11:26:05,467.5,41.02
2025-04-24 11:26:38,659.9,23.13
2025-04-24 11:27:11,479.0,13.23
2025-04-24 11:27:44,545.1,31.87
2025-04-24 11:28:17,525.9,13.41
2025-04-24 11:28:50,424.8,40.21
2025-04-24 11:29:22,447.4,30.77
2025-04-24 11:29:55,689.1,29.39
2025-04-24 11:30:28,411.5,25.29
2025-04-24 11:31:01,774.2,23.25
2025-04-24 11:31:34,583.6,19.7
2025-04-24 11:32:07,971.1,38.79
2025-04-24 11:32:40,667.7,19.91
2025-04-24 11:33:13,698.9,22.17
2025-04-24 11:33:46,546.1,17.09
2025-04-24 11:34:19,741.7,36.74
2025-04-24 11:34:52,929.8,49.66
2025-04-24 11:35:25,849.3,27.59
2025-04-24 11:35:58,495.6,20.3
2025-04-24 11:36:31,540.9,13.9
2025-04-24 11:37:04,525.2,19.78
2025-04-24 11:37:37,862.4,41.41
2025-04-24 11:38:10,471.1,31.53
2025-04-24 11:38:43,829.2,30.51
2025-04-24 11:39:16,412.0,48.76
2025-04-24 11:39:49,706.1,48.27
2025-04-24 11:40:22,581.8,31.62
2025-04-24 11:40:55,706.6,49.08
2025-04-24 11:41:28,904.3,38.21
2025-04-24 11:42:00,822.2,12.61
2025-04-24 11:42:33,657.1,23.4
2025-04-24 11:43:06,550.0,45.39
2025-04-24 11:43:39,413.3,44.16
2025-04-24 11:44:12,406.3,16.09
2025-04-24 11:44:45,808.4,24.76
2025-04-24 11:45:17,662.1,11.88
2025-04-24 11:45:50,469.2,38.58
2025-04-24 11:46:23,590.9,20.86
2025-04-24 11:46:56,511.0,39.94
2025-04-24 11:47:29,581.6,27.62
2025-04-24 11:48:02,475.1,26.07
2025-04-24 11:48:36,677.6,39.94
2025-04-24 11:49:09,666.2,12.17
2025-04-24 11:49:43,813.7,33.52
2025-04-24 11:50:16,787.7,15.14
2025-04-24 11:50:50,802.7,11.78
2025-04-24 11:51:25,852.2,48.6
2025-04-24 11:51:59,496.4,24.55
2025-04-24 11:52:32,798.3,45.13
2025-04-24 11:53:05,470.4,28.28
2025-04-24 11:53:38,566.0,36.09
2025-04-24 11:54:11,763.9,41.91
2025-04-24 11:54:44,832.6,13.53
2025-04-24 11:55:17,591.6,43.82
2025-04-24 11:55:50,996.6,45.67
2025-04-24 11:56:22,597.7,40.82
2025-04-24 11:56:55,687.4,41.17
2025-04-24 11:57:28,538.3,43.86
2025-04-24 11:58:01,767.0,17.16
2025-04-24 11:58:34,903.9,36.59
2025-04-24 11:59:06,620.7,12.1
2025-04-24 11:59:39,696.2,31.77
2025-04-24 12:00:12,760.9,42.65
2025-04-24 12:00:46,680.5,16.25
2025-04-24 12:01:19,662.6,10.31
2025-04-24 12:01:52,618.6,42.22
2025-04-24 12:02:25,590.6,18.55
2025-04-24 12:02:58,825.4,23.07
2025-04-24 12:03:31,876.9,40.36
2025-04-24 12:04:04,770.6,34.75
2025-04-24 12:04:37,590.5,21.43
2025-04-24 12:05:09,613.5,30.39
2025-04-24 12:05:42,511.2,49.35
2025-04-24 12:06:15,626.3,41.96
2025-04-24 12:06:48,945.3,15.44
2025-04-24 12:07:21,838.3,32.25
2025-04-24 12:07:54,807.0,34.13
2025-04-24 12:08:27,438.2,17.79
2025-04-24 12:09:00,684.8,14.64
2025-04-24 12:09:33,488.4,22.4
2025-04-24 12:10:06,950.5,43.21
2025-04-24 12:10:39,752.7,17.05
2025-04-24 12:11:11,734.7,22.15
2025-04-24 12:11:44,418.8,47.94
2025-04-24 12:12:17,772.9,43.42
2025-04-24 12:12:50,918.3,27.14
2025-04-24 12:13:23,761.2,48.17
2025-04-24 12:13:56,896.5,25.44
2025-04-24 12:14:29,871.2,16.7
2025-04-24 12:15:03,641.0,19.53
2025-04-24 12:15:36,594.1,39.4
2025-04-24 12:16:09,662.8,23.21
2025-04-24 12:16:42,598.2,31.37
2025-04-24 12:17:16,493.3,39.96
2025-04-24 12:17:49,978.0,33.01
2025-04-24 12:18:22,479.5,14.53
2025-04-24 12:18:55,860.3,26.53
2025-04-24 12:19:28,538.9,20.66
2025-04-24 12:20:01,453.8,15.7
2025-04-24 12:20:34,835.2,21.11
2025-04-24 12:21:07,572.7,28.93
2025-04-24 12:21:40,730.2,49.69
2025-04-24 12:22:12,881.6,30.7
2025-04-24 12:22:46,867.1,22.92
2025-04-24 12:23:18,747.3,31.33
2025-04-24 12:23:51,880.5,16.81
2025-04-24 12:24:24,794.2,32.29
2025-04-24 12:24:56,592.2,20.43
2025-04-24 12:25:29,866.4,25.96
2025-04-24 12:26:02,735.6,19.86
2025-04-24 12:26:35,588.8,27.39
2025-04-24 12:27:08,802.8,32.06
2025-04-24 12:28:34,948.1,46.15
2025-04-24 12:29:07,893.8,10.98
2025-04-24 12:29:39,695.1,18.37
2025-04-24 12:30:12,971.7,19.79
2025-04-24 12:30:47,751.5,17.88
2025-04-24 12:31:21,899.8,20.73
2025-04-24 12:31:54,801.0,25.97
2025-04-24 12:32:27,828.5,47.41
2025-04-24 12:32:59,628.3,40.02
2025-04-24 12:33:32,608.6,10.56
2025-04-24 12:34:05,500.8,29.13
2025-04-24 12:34:38,700.3,13.95
2025-04-24 12:35:11,438.9,15.24
2025-04-24 12:35:44,628.3,25.21
2025-04-24 12:36:17,548.3,22.59
2025-04-24 12:36:49,721.2,36.78
2025-04-24 12:37:22,572.3,28.75
2025-04-24 12:37:55,969.2,28.03
2025-04-24 12:38:28,923.0,19.86
2025-04-24 12:39:05,796.9,24.4
2025-04-24 12:39:38,428.7,19.27
2025-04-24 12:40:11,643.0,44.83
2025-04-24 12:40:44,843.5,16.1
2025-04-24 12:41:17,998.9,25.69
2025-04-24 12:41:50,611.8,20.58
2025-04-24 12:42:23,875.2,45.66
2025-04-24 12:42:56,774.8,26.54
2025-04-24 12:43:29,868.5,33.71
2025-04-24 12:44:02,754.3,21.76
2025-04-24 12:44:35,669.0,45.58
2025-04-24 12:45:09,877.5,45.59
2025-04-24 12:45:42,834.2,46.25
2025-04-24 12:46:15,479.6,41.98
2025-04-24 12:46:48,623.2,28.59
2025-04-24 12:47:21,469.3,48.16
2025-04-24 13:54:57,951.5,24.09
2025-04-24 13:55:31,834.0,24.8
2025-04-24 13:56:06,669.3,45.82
2025-04-24 13:56:41,790.5,37.46
2025-04-24 13:57:14,939.1,21.16
2025-04-24 13:57:48,471.3,43.4
2025-04-24 13:58:22,730.7,35.88
2025-04-24 13:58:56,895.3,11.91
2025-04-24 13:59:30,437.9,23.45
2025-04-24 14:00:03,974.8,29.19
2025-04-24 14:00:37,899.5,28.3
2025-04-24 14:01:11,989.3,30.83
2025-04-24 14:01:44,739.1,10.14
2025-04-24 14:02:18,788.0,48.18
2025-04-24 14:02:52,959.0,43.51
2025-04-24 14:03:25,901.3,37.13
2025-04-24 14:03:59,494.0,47.92
2025-04-24 14:04:33,928.5,30.3
2025-04-24 14:05:07,641.9,42.16
